r  theta   phi  
3.22 4.08407 0.188496 
3.18 4.08407 0.219911 
3.14 4.08407 0.251327 
3.14 4.08407 0.282743 
3.1 4.08407 0.314159 
3.06 4.08407 0.345575 
3.02 4.08407 0.376991 
3.02 4.08407 0.408407 
2.98 4.08407 0.439823 
2.98 4.08407 0.471239 
2.94 4.08407 0.502655 
2.94 4.08407 0.534071 
2.94 4.08407 0.565487 
2.94 4.08407 0.596903 
2.94 4.08407 0.628319 
2.94 4.08407 0.659734 
2.94 4.08407 0.69115 
2.94 4.08407 0.722566 
2.94 4.08407 0.753982 
2.98 4.08407 0.785398 
2.98 4.08407 0.816814 
3.02 4.08407 0.84823 
3.06 4.08407 0.879646 
3.1 4.08407 0.911062 
3.14 4.08407 0.942478 
3.22 4.08407 0.973894 
3.3 4.08407 1.00531 
3.42 4.08407 1.03673 
3.58 4.08407 1.06814 
3.9 4.08407 1.09956 
3.94 4.1469 -1.09956 
3.62 4.1469 -1.06814 
3.42 4.1469 -1.03673 
3.34 4.1469 -1.00531 
3.22 4.1469 -0.973894 
3.18 4.1469 -0.942478 
3.1 4.1469 -0.911062 
3.06 4.1469 -0.879646 
3.02 4.1469 -0.84823 
3.02 4.1469 -0.816814 
2.98 4.1469 -0.785398 
2.98 4.1469 -0.753982 
2.94 4.1469 -0.722566 
2.94 4.1469 -0.69115 
2.94 4.1469 -0.659734 
2.94 4.1469 -0.628319 
2.94 4.1469 -0.596903 
2.98 4.1469 -0.565487 
2.98 4.1469 -0.534071 
2.98 4.1469 -0.502655 
3.02 4.1469 -0.471239 
3.02 4.1469 -0.439823 
3.06 4.1469 -0.408407 
3.1 4.1469 -0.376991 
3.14 4.1469 -0.345575 
3.14 4.1469 -0.314159 
3.18 4.1469 -0.282743 
3.26 4.1469 -0.251327 
3.3 4.1469 -0.219911 
3.34 4.1469 -0.188496 
3.38 4.1469 -0.15708 
3.42 4.1469 -0.125664 
3.46 4.1469 -0.0942478 
3.5 4.1469 -0.0628319 
3.5 4.1469 -0.0314159 
3.54 4.1469 0 
3.5 4.1469 0.0314159 
3.5 4.1469 0.0628319 
3.46 4.1469 0.0942478 
3.42 4.1469 0.125664 
3.38 4.1469 0.15708 
3.34 4.1469 0.188496 
3.3 4.1469 0.219911 
3.26 4.1469 0.251327 
3.18 4.1469 0.282743 
3.14 4.1469 0.314159 
3.14 4.1469 0.345575 
3.1 4.1469 0.376991 
3.06 4.1469 0.408407 
3.02 4.1469 0.439823 
3.02 4.1469 0.471239 
2.98 4.1469 0.502655 
2.98 4.1469 0.534071 
2.98 4.1469 0.565487 
2.94 4.1469 0.596903 
2.94 4.1469 0.628319 
2.94 4.1469 0.659734 
2.94 4.1469 0.69115 
2.94 4.1469 0.722566 
2.98 4.1469 0.753982 
2.98 4.1469 0.785398 
3.02 4.1469 0.816814 
3.02 4.1469 0.84823 
3.06 4.1469 0.879646 
3.1 4.1469 0.911062 
3.18 4.1469 0.942478 
3.22 4.1469 0.973894 
3.34 4.1469 1.00531 
3.42 4.1469 1.03673 
3.62 4.1469 1.06814 
3.94 4.1469 1.09956 
3.62 4.20973 -1.06814 
3.46 4.20973 -1.03673 
3.34 4.20973 -1.00531 
3.26 4.20973 -0.973894 
3.18 4.20973 -0.942478 
3.14 4.20973 -0.911062 
3.1 4.20973 -0.879646 
3.06 4.20973 -0.84823 
3.02 4.20973 -0.816814 
3.02 4.20973 -0.785398 
2.98 4.20973 -0.753982 
2.98 4.20973 -0.722566 
2.98 4.20973 -0.69115 
2.98 4.20973 -0.659734 
2.98 4.20973 -0.628319 
2.98 4.20973 -0.596903 
3.02 4.20973 -0.565487 
3.02 4.20973 -0.534071 
3.02 4.20973 -0.502655 
3.06 4.20973 -0.471239 
3.1 4.20973 -0.439823 
3.14 4.20973 -0.408407 
3.18 4.20973 -0.376991 
3.22 4.20973 -0.345575 
3.26 4.20973 -0.314159 
3.3 4.20973 -0.282743 
3.38 4.20973 -0.251327 
3.46 4.20973 -0.219911 
3.54 4.20973 -0.188496 
3.62 4.20973 -0.15708 
3.7 4.20973 -0.125664 
3.82 4.20973 -0.0942478 
3.94 4.20973 -0.0628319 
3.94 4.20973 0.0628319 
3.82 4.20973 0.0942478 
3.7 4.20973 0.125664 
3.62 4.20973 0.15708 
3.54 4.20973 0.188496 
3.46 4.20973 0.219911 
3.38 4.20973 0.251327 
3.3 4.20973 0.282743 
3.26 4.20973 0.314159 
3.22 4.20973 0.345575 
3.18 4.20973 0.376991 
3.14 4.20973 0.408407 
3.1 4.20973 0.439823 
3.06 4.20973 0.471239 
3.02 4.20973 0.502655 
3.02 4.20973 0.534071 
3.02 4.20973 0.565487 
2.98 4.20973 0.596903 
2.98 4.20973 0.628319 
2.98 4.20973 0.659734 
2.98 4.20973 0.69115 
2.98 4.20973 0.722566 
2.98 4.20973 0.753982 
3.02 4.20973 0.785398 
3.02 4.20973 0.816814 
3.06 4.20973 0.84823 
3.1 4.20973 0.879646 
3.14 4.20973 0.911062 
3.18 4.20973 0.942478 
3.26 4.20973 0.973894 
3.34 4.20973 1.00531 
3.46 4.20973 1.03673 
3.62 4.20973 1.06814 
3.66 4.27257 -1.06814 
3.5 4.27257 -1.03673 
3.38 4.27257 -1.00531 
3.3 4.27257 -0.973894 
3.22 4.27257 -0.942478 
3.14 4.27257 -0.911062 
3.1 4.27257 -0.879646 
3.1 4.27257 -0.84823 
3.06 4.27257 -0.816814 
3.02 4.27257 -0.785398 
3.02 4.27257 -0.753982 
3.02 4.27257 -0.722566 
3.02 4.27257 -0.69115 
3.02 4.27257 -0.659734 
3.02 4.27257 -0.628319 
3.02 4.27257 -0.596903 
3.06 4.27257 -0.565487 
3.06 4.27257 -0.534071 
3.1 4.27257 -0.502655 
3.14 4.27257 -0.471239 
3.18 4.27257 -0.439823 
3.22 4.27257 -0.408407 
3.26 4.27257 -0.376991 
3.34 4.27257 -0.345575 
3.42 4.27257 -0.314159 
3.5 4.27257 -0.282743 
3.62 4.27257 -0.251327 
3.78 4.27257 -0.219911 
3.78 4.27257 0.219911 
3.62 4.27257 0.251327 
3.5 4.27257 0.282743 
3.42 4.27257 0.314159 
3.34 4.27257 0.345575 
3.26 4.27257 0.376991 
3.22 4.27257 0.408407 
3.18 4.27257 0.439823 
3.14 4.27257 0.471239 
3.1 4.27257 0.502655 
3.06 4.27257 0.534071 
3.06 4.27257 0.565487 
3.02 4.27257 0.596903 
3.02 4.27257 0.628319 
3.02 4.27257 0.659734 
3.02 4.27257 0.69115 
3.02 4.27257 0.722566 
3.02 4.27257 0.753982 
3.02 4.27257 0.785398 
3.06 4.27257 0.816814 
3.1 4.27257 0.84823 
3.1 4.27257 0.879646 
3.14 4.27257 0.911062 
3.22 4.27257 0.942478 
3.3 4.27257 0.973894 
3.38 4.27257 1.00531 
3.5 4.27257 1.03673 
3.66 4.27257 1.06814 
3.74 4.3354 -1.06814 
3.54 4.3354 -1.03673 
3.38 4.3354 -1.00531 
3.3 4.3354 -0.973894 
3.22 4.3354 -0.942478 
3.18 4.3354 -0.911062 
3.14 4.3354 -0.879646 
3.1 4.3354 -0.84823 
3.1 4.3354 -0.816814 
3.06 4.3354 -0.785398 
3.06 4.3354 -0.753982 
3.06 4.3354 -0.722566 
3.06 4.3354 -0.69115 
3.06 4.3354 -0.659734 
3.06 4.3354 -0.628319 
3.1 4.3354 -0.596903 
3.1 4.3354 -0.565487 
3.14 4.3354 -0.534071 
3.18 4.3354 -0.502655 
3.22 4.3354 -0.471239 
3.3 4.3354 -0.439823 
3.34 4.3354 -0.408407 
3.42 4.3354 -0.376991 
3.54 4.3354 -0.345575 
3.7 4.3354 -0.314159 
3.94 4.3354 -0.282743 
3.94 4.3354 0.282743 
3.7 4.3354 0.314159 
3.54 4.3354 0.345575 
3.42 4.3354 0.376991 
3.34 4.3354 0.408407 
3.3 4.3354 0.439823 
3.22 4.3354 0.471239 
3.18 4.3354 0.502655 
3.14 4.3354 0.534071 
3.1 4.3354 0.565487 
3.1 4.3354 0.596903 
3.06 4.3354 0.628319 
3.06 4.3354 0.659734 
3.06 4.3354 0.69115 
3.06 4.3354 0.722566 
3.06 4.3354 0.753982 
3.06 4.3354 0.785398 
3.1 4.3354 0.816814 
3.1 4.3354 0.84823 
3.14 4.3354 0.879646 
3.18 4.3354 0.911062 
3.22 4.3354 0.942478 
3.3 4.3354 0.973894 
3.38 4.3354 1.00531 
3.54 4.3354 1.03673 
3.74 4.3354 1.06814 
3.78 4.39823 -1.06814 
3.54 4.39823 -1.03673 
3.42 4.39823 -1.00531 
3.34 4.39823 -0.973894 
3.26 4.39823 -0.942478 
3.22 4.39823 -0.911062 
3.18 4.39823 -0.879646 
3.14 4.39823 -0.84823 
3.1 4.39823 -0.816814 
3.1 4.39823 -0.785398 
3.1 4.39823 -0.753982 
3.1 4.39823 -0.722566 
3.1 4.39823 -0.69115 
3.1 4.39823 -0.659734 
3.14 4.39823 -0.628319 
3.14 4.39823 -0.596903 
3.18 4.39823 -0.565487 
3.22 4.39823 -0.534071 
3.3 4.39823 -0.502655 
3.34 4.39823 -0.471239 
3.42 4.39823 -0.439823 
3.54 4.39823 -0.408407 
3.7 4.39823 -0.376991 
4.02 4.39823 -0.345575 
4.02 4.39823 0.345575 
3.7 4.39823 0.376991 
3.54 4.39823 0.408407 
3.42 4.39823 0.439823 
3.34 4.39823 0.471239 
3.3 4.39823 0.502655 
3.22 4.39823 0.534071 
3.18 4.39823 0.565487 
3.14 4.39823 0.596903 
3.14 4.39823 0.628319 
3.1 4.39823 0.659734 
3.1 4.39823 0.69115 
3.1 4.39823 0.722566 
3.1 4.39823 0.753982 
3.1 4.39823 0.785398 
3.1 4.39823 0.816814 
3.14 4.39823 0.84823 
3.18 4.39823 0.879646 
3.22 4.39823 0.911062 
3.26 4.39823 0.942478 
3.34 4.39823 0.973894 
3.42 4.39823 1.00531 
3.54 4.39823 1.03673 
3.78 4.39823 1.06814 
3.86 4.46106 -1.06814 
3.58 4.46106 -1.03673 
3.46 4.46106 -1.00531 
3.38 4.46106 -0.973894 
3.3 4.46106 -0.942478 
3.22 4.46106 -0.911062 
3.22 4.46106 -0.879646 
3.18 4.46106 -0.84823 
3.14 4.46106 -0.816814 
3.14 4.46106 -0.785398 
3.14 4.46106 -0.753982 
3.14 4.46106 -0.722566 
3.14 4.46106 -0.69115 
3.18 4.46106 -0.659734 
3.18 4.46106 -0.628319 
3.22 4.46106 -0.596903 
3.26 4.46106 -0.565487 
3.34 4.46106 -0.534071 
3.42 4.46106 -0.502655 
3.5 4.46106 -0.471239 
3.66 4.46106 -0.439823 
3.9 4.46106 -0.408407 
3.9 4.46106 0.408407 
3.66 4.46106 0.439823 
3.5 4.46106 0.471239 
3.42 4.46106 0.502655 
3.34 4.46106 0.534071 
3.26 4.46106 0.565487 
3.22 4.46106 0.596903 
3.18 4.46106 0.628319 
3.18 4.46106 0.659734 
3.14 4.46106 0.69115 
3.14 4.46106 0.722566 
3.14 4.46106 0.753982 
3.14 4.46106 0.785398 
3.14 4.46106 0.816814 
3.18 4.46106 0.84823 
3.22 4.46106 0.879646 
3.22 4.46106 0.911062 
3.3 4.46106 0.942478 
3.38 4.46106 0.973894 
3.46 4.46106 1.00531 
3.58 4.46106 1.03673 
3.86 4.46106 1.06814 
3.94 4.52389 -1.06814 
3.62 4.52389 -1.03673 
3.5 4.52389 -1.00531 
3.38 4.52389 -0.973894 
3.3 4.52389 -0.942478 
3.26 4.52389 -0.911062 
3.22 4.52389 -0.879646 
3.18 4.52389 -0.84823 
3.18 4.52389 -0.816814 
3.18 4.52389 -0.785398 
3.18 4.52389 -0.753982 
3.18 4.52389 -0.722566 
3.18 4.52389 -0.69115 
3.22 4.52389 -0.659734 
3.26 4.52389 -0.628319 
3.3 4.52389 -0.596903 
3.34 4.52389 -0.565487 
3.42 4.52389 -0.534071 
3.54 4.52389 -0.502655 
3.74 4.52389 -0.471239 
3.74 4.52389 0.471239 
3.54 4.52389 0.502655 
3.42 4.52389 0.534071 
3.34 4.52389 0.565487 
3.3 4.52389 0.596903 
3.26 4.52389 0.628319 
3.22 4.52389 0.659734 
3.18 4.52389 0.69115 
3.18 4.52389 0.722566 
3.18 4.52389 0.753982 
3.18 4.52389 0.785398 
3.18 4.52389 0.816814 
3.18 4.52389 0.84823 
3.22 4.52389 0.879646 
3.26 4.52389 0.911062 
3.3 4.52389 0.942478 
3.38 4.52389 0.973894 
3.5 4.52389 1.00531 
3.62 4.52389 1.03673 
3.94 4.52389 1.06814 
4.02 4.58673 -1.06814 
3.66 4.58673 -1.03673 
3.5 4.58673 -1.00531 
3.42 4.58673 -0.973894 
3.34 4.58673 -0.942478 
3.3 4.58673 -0.911062 
3.26 4.58673 -0.879646 
3.22 4.58673 -0.84823 
3.22 4.58673 -0.816814 
3.18 4.58673 -0.785398 
3.18 4.58673 -0.753982 
3.22 4.58673 -0.722566 
3.22 4.58673 -0.69115 
3.26 4.58673 -0.659734 
3.3 4.58673 -0.628319 
3.38 4.58673 -0.596903 
3.42 4.58673 -0.565487 
3.54 4.58673 -0.534071 
3.74 4.58673 -0.502655 
3.74 4.58673 0.502655 
3.54 4.58673 0.534071 
3.42 4.58673 0.565487 
3.38 4.58673 0.596903 
3.3 4.58673 0.628319 
3.26 4.58673 0.659734 
3.22 4.58673 0.69115 
3.22 4.58673 0.722566 
3.18 4.58673 0.753982 
3.18 4.58673 0.785398 
3.22 4.58673 0.816814 
3.22 4.58673 0.84823 
3.26 4.58673 0.879646 
3.3 4.58673 0.911062 
3.34 4.58673 0.942478 
3.42 4.58673 0.973894 
3.5 4.58673 1.00531 
3.66 4.58673 1.03673 
4.02 4.58673 1.06814 
3.66 4.64956 -1.03673 
3.54 4.64956 -1.00531 
3.42 4.64956 -0.973894 
3.34 4.64956 -0.942478 
3.3 4.64956 -0.911062 
3.26 4.64956 -0.879646 
3.22 4.64956 -0.84823 
3.22 4.64956 -0.816814 
3.22 4.64956 -0.785398 
3.22 4.64956 -0.753982 
3.22 4.64956 -0.722566 
3.26 4.64956 -0.69115 
3.3 4.64956 -0.659734 
3.34 4.64956 -0.628319 
3.42 4.64956 -0.596903 
3.5 4.64956 -0.565487 
3.66 4.64956 -0.534071 
3.94 4.64956 -0.502655 
3.94 4.64956 0.502655 
3.66 4.64956 0.534071 
3.5 4.64956 0.565487 
3.42 4.64956 0.596903 
3.34 4.64956 0.628319 
3.3 4.64956 0.659734 
3.26 4.64956 0.69115 
3.22 4.64956 0.722566 
3.22 4.64956 0.753982 
3.22 4.64956 0.785398 
3.22 4.64956 0.816814 
3.22 4.64956 0.84823 
3.26 4.64956 0.879646 
3.3 4.64956 0.911062 
3.34 4.64956 0.942478 
3.42 4.64956 0.973894 
3.54 4.64956 1.00531 
3.66 4.64956 1.03673 
3.7 4.71239 -1.03673 
3.54 4.71239 -1.00531 
3.42 4.71239 -0.973894 
3.34 4.71239 -0.942478 
3.3 4.71239 -0.911062 
3.26 4.71239 -0.879646 
3.26 4.71239 -0.84823 
3.22 4.71239 -0.816814 
3.22 4.71239 -0.785398 
3.22 4.71239 -0.753982 
3.26 4.71239 -0.722566 
3.26 4.71239 -0.69115 
3.3 4.71239 -0.659734 
3.34 4.71239 -0.628319 
3.42 4.71239 -0.596903 
3.54 4.71239 -0.565487 
3.7 4.71239 -0.534071 
3.7 4.71239 0.534071 
3.54 4.71239 0.565487 
3.42 4.71239 0.596903 
3.34 4.71239 0.628319 
3.3 4.71239 0.659734 
3.26 4.71239 0.69115 
3.26 4.71239 0.722566 
3.22 4.71239 0.753982 
3.22 4.71239 0.785398 
3.22 4.71239 0.816814 
3.26 4.71239 0.84823 
3.26 4.71239 0.879646 
3.3 4.71239 0.911062 
3.34 4.71239 0.942478 
3.42 4.71239 0.973894 
3.54 4.71239 1.00531 
3.7 4.71239 1.03673 
3.66 4.77522 -1.03673 
3.54 4.77522 -1.00531 
3.42 4.77522 -0.973894 
3.34 4.77522 -0.942478 
3.3 4.77522 -0.911062 
3.26 4.77522 -0.879646 
3.22 4.77522 -0.84823 
3.22 4.77522 -0.816814 
3.22 4.77522 -0.785398 
3.22 4.77522 -0.753982 
3.22 4.77522 -0.722566 
3.26 4.77522 -0.69115 
3.3 4.77522 -0.659734 
3.34 4.77522 -0.628319 
3.42 4.77522 -0.596903 
3.5 4.77522 -0.565487 
3.66 4.77522 -0.534071 
3.94 4.77522 -0.502655 
3.94 4.77522 0.502655 
3.66 4.77522 0.534071 
3.5 4.77522 0.565487 
3.42 4.77522 0.596903 
3.34 4.77522 0.628319 
3.3 4.77522 0.659734 
3.26 4.77522 0.69115 
3.22 4.77522 0.722566 
3.22 4.77522 0.753982 
3.22 4.77522 0.785398 
3.22 4.77522 0.816814 
3.22 4.77522 0.84823 
3.26 4.77522 0.879646 
3.3 4.77522 0.911062 
3.34 4.77522 0.942478 
3.42 4.77522 0.973894 
3.54 4.77522 1.00531 
3.66 4.77522 1.03673 
4.02 4.83805 -1.06814 
3.66 4.83805 -1.03673 
3.5 4.83805 -1.00531 
3.42 4.83805 -0.973894 
3.34 4.83805 -0.942478 
3.3 4.83805 -0.911062 
3.26 4.83805 -0.879646 
3.22 4.83805 -0.84823 
3.22 4.83805 -0.816814 
3.18 4.83805 -0.785398 
3.18 4.83805 -0.753982 
3.22 4.83805 -0.722566 
3.22 4.83805 -0.69115 
3.26 4.83805 -0.659734 
3.3 4.83805 -0.628319 
3.38 4.83805 -0.596903 
3.42 4.83805 -0.565487 
3.54 4.83805 -0.534071 
3.74 4.83805 -0.502655 
3.74 4.83805 0.502655 
3.54 4.83805 0.534071 
3.42 4.83805 0.565487 
3.38 4.83805 0.596903 
3.3 4.83805 0.628319 
3.26 4.83805 0.659734 
3.22 4.83805 0.69115 
3.22 4.83805 0.722566 
3.18 4.83805 0.753982 
3.18 4.83805 0.785398 
3.22 4.83805 0.816814 
3.22 4.83805 0.84823 
3.26 4.83805 0.879646 
3.3 4.83805 0.911062 
3.34 4.83805 0.942478 
3.42 4.83805 0.973894 
3.5 4.83805 1.00531 
3.66 4.83805 1.03673 
4.02 4.83805 1.06814 
3.94 4.90088 -1.06814 
3.62 4.90088 -1.03673 
3.5 4.90088 -1.00531 
3.38 4.90088 -0.973894 
3.3 4.90088 -0.942478 
3.26 4.90088 -0.911062 
3.22 4.90088 -0.879646 
3.18 4.90088 -0.84823 
3.18 4.90088 -0.816814 
3.18 4.90088 -0.785398 
3.18 4.90088 -0.753982 
3.18 4.90088 -0.722566 
3.18 4.90088 -0.69115 
3.22 4.90088 -0.659734 
3.26 4.90088 -0.628319 
3.3 4.90088 -0.596903 
3.34 4.90088 -0.565487 
3.42 4.90088 -0.534071 
3.54 4.90088 -0.502655 
3.74 4.90088 -0.471239 
3.74 4.90088 0.471239 
3.54 4.90088 0.502655 
3.42 4.90088 0.534071 
3.34 4.90088 0.565487 
3.3 4.90088 0.596903 
3.26 4.90088 0.628319 
3.22 4.90088 0.659734 
3.18 4.90088 0.69115 
3.18 4.90088 0.722566 
3.18 4.90088 0.753982 
3.18 4.90088 0.785398 
3.18 4.90088 0.816814 
3.18 4.90088 0.84823 
3.22 4.90088 0.879646 
3.26 4.90088 0.911062 
3.3 4.90088 0.942478 
3.38 4.90088 0.973894 
3.5 4.90088 1.00531 
3.62 4.90088 1.03673 
3.94 4.90088 1.06814 
3.86 4.96372 -1.06814 
3.58 4.96372 -1.03673 
3.46 4.96372 -1.00531 
3.38 4.96372 -0.973894 
3.3 4.96372 -0.942478 
3.22 4.96372 -0.911062 
3.22 4.96372 -0.879646 
3.18 4.96372 -0.84823 
3.14 4.96372 -0.816814 
3.14 4.96372 -0.785398 
3.14 4.96372 -0.753982 
3.14 4.96372 -0.722566 
3.14 4.96372 -0.69115 
3.18 4.96372 -0.659734 
3.18 4.96372 -0.628319 
3.22 4.96372 -0.596903 
3.26 4.96372 -0.565487 
3.34 4.96372 -0.534071 
3.42 4.96372 -0.502655 
3.5 4.96372 -0.471239 
3.66 4.96372 -0.439823 
3.9 4.96372 -0.408407 
3.9 4.96372 0.408407 
3.66 4.96372 0.439823 
3.5 4.96372 0.471239 
3.42 4.96372 0.502655 
3.34 4.96372 0.534071 
3.26 4.96372 0.565487 
3.22 4.96372 0.596903 
3.18 4.96372 0.628319 
3.18 4.96372 0.659734 
3.14 4.96372 0.69115 
3.14 4.96372 0.722566 
3.14 4.96372 0.753982 
3.14 4.96372 0.785398 
3.14 4.96372 0.816814 
3.18 4.96372 0.84823 
3.22 4.96372 0.879646 
3.22 4.96372 0.911062 
3.3 4.96372 0.942478 
3.38 4.96372 0.973894 
3.46 4.96372 1.00531 
3.58 4.96372 1.03673 
3.86 4.96372 1.06814 
3.78 5.02655 -1.06814 
3.54 5.02655 -1.03673 
3.42 5.02655 -1.00531 
3.34 5.02655 -0.973894 
3.26 5.02655 -0.942478 
3.22 5.02655 -0.911062 
3.18 5.02655 -0.879646 
3.14 5.02655 -0.84823 
3.1 5.02655 -0.816814 
3.1 5.02655 -0.785398 
3.1 5.02655 -0.753982 
3.1 5.02655 -0.722566 
3.1 5.02655 -0.69115 
3.1 5.02655 -0.659734 
3.14 5.02655 -0.628319 
3.14 5.02655 -0.596903 
3.18 5.02655 -0.565487 
3.22 5.02655 -0.534071 
3.3 5.02655 -0.502655 
3.34 5.02655 -0.471239 
3.42 5.02655 -0.439823 
3.54 5.02655 -0.408407 
3.7 5.02655 -0.376991 
4.02 5.02655 -0.345575 
4.02 5.02655 0.345575 
3.7 5.02655 0.376991 
3.54 5.02655 0.408407 
3.42 5.02655 0.439823 
3.34 5.02655 0.471239 
3.3 5.02655 0.502655 
3.22 5.02655 0.534071 
3.18 5.02655 0.565487 
3.14 5.02655 0.596903 
3.14 5.02655 0.628319 
3.1 5.02655 0.659734 
3.1 5.02655 0.69115 
3.1 5.02655 0.722566 
3.1 5.02655 0.753982 
3.1 5.02655 0.785398 
3.1 5.02655 0.816814 
3.14 5.02655 0.84823 
3.18 5.02655 0.879646 
3.22 5.02655 0.911062 
3.26 5.02655 0.942478 
3.34 5.02655 0.973894 
3.42 5.02655 1.00531 
3.54 5.02655 1.03673 
3.78 5.02655 1.06814 
3.74 5.08938 -1.06814 
3.54 5.08938 -1.03673 
3.38 5.08938 -1.00531 
3.3 5.08938 -0.973894 
3.22 5.08938 -0.942478 
3.18 5.08938 -0.911062 
3.14 5.08938 -0.879646 
3.1 5.08938 -0.84823 
3.1 5.08938 -0.816814 
3.06 5.08938 -0.785398 
3.06 5.08938 -0.753982 
3.06 5.08938 -0.722566 
3.06 5.08938 -0.69115 
3.06 5.08938 -0.659734 
3.06 5.08938 -0.628319 
3.1 5.08938 -0.596903 
3.1 5.08938 -0.565487 
3.14 5.08938 -0.534071 
3.18 5.08938 -0.502655 
3.22 5.08938 -0.471239 
3.3 5.08938 -0.439823 
3.34 5.08938 -0.408407 
3.42 5.08938 -0.376991 
3.54 5.08938 -0.345575 
3.7 5.08938 -0.314159 
3.94 5.08938 -0.282743 
3.94 5.08938 0.282743 
3.7 5.08938 0.314159 
3.54 5.08938 0.345575 
3.42 5.08938 0.376991 
3.34 5.08938 0.408407 
3.3 5.08938 0.439823 
3.22 5.08938 0.471239 
3.18 5.08938 0.502655 
3.14 5.08938 0.534071 
3.1 5.08938 0.565487 
3.1 5.08938 0.596903 
3.06 5.08938 0.628319 
3.06 5.08938 0.659734 
3.06 5.08938 0.69115 
3.06 5.08938 0.722566 
3.06 5.08938 0.753982 
3.06 5.08938 0.785398 
3.1 5.08938 0.816814 
3.1 5.08938 0.84823 
3.14 5.08938 0.879646 
3.18 5.08938 0.911062 
3.22 5.08938 0.942478 
3.3 5.08938 0.973894 
3.38 5.08938 1.00531 
3.54 5.08938 1.03673 
3.74 5.08938 1.06814 
3.66 5.15221 -1.06814 
3.5 5.15221 -1.03673 
3.38 5.15221 -1.00531 
3.3 5.15221 -0.973894 
3.22 5.15221 -0.942478 
3.14 5.15221 -0.911062 
3.1 5.15221 -0.879646 
3.1 5.15221 -0.84823 
3.06 5.15221 -0.816814 
3.02 5.15221 -0.785398 
3.02 5.15221 -0.753982 
3.02 5.15221 -0.722566 
3.02 5.15221 -0.69115 
3.02 5.15221 -0.659734 
3.02 5.15221 -0.628319 
3.02 5.15221 -0.596903 
3.06 5.15221 -0.565487 
3.06 5.15221 -0.534071 
3.1 5.15221 -0.502655 
3.14 5.15221 -0.471239 
3.18 5.15221 -0.439823 
3.22 5.15221 -0.408407 
3.26 5.15221 -0.376991 
3.34 5.15221 -0.345575 
3.42 5.15221 -0.314159 
3.5 5.15221 -0.282743 
3.62 5.15221 -0.251327 
3.78 5.15221 -0.219911 
3.78 5.15221 0.219911 
3.62 5.15221 0.251327 
3.5 5.15221 0.282743 
3.42 5.15221 0.314159 
3.34 5.15221 0.345575 
3.26 5.15221 0.376991 
3.22 5.15221 0.408407 
3.18 5.15221 0.439823 
3.14 5.15221 0.471239 
3.1 5.15221 0.502655 
3.06 5.15221 0.534071 
3.06 5.15221 0.565487 
3.02 5.15221 0.596903 
3.02 5.15221 0.628319 
3.02 5.15221 0.659734 
3.02 5.15221 0.69115 
3.02 5.15221 0.722566 
3.02 5.15221 0.753982 
3.02 5.15221 0.785398 
3.06 5.15221 0.816814 
3.1 5.15221 0.84823 
3.1 5.15221 0.879646 
3.14 5.15221 0.911062 
3.22 5.15221 0.942478 
3.3 5.15221 0.973894 
3.38 5.15221 1.00531 
3.5 5.15221 1.03673 
3.66 5.15221 1.06814 
3.62 5.21504 -1.06814 
3.46 5.21504 -1.03673 
3.34 5.21504 -1.00531 
3.26 5.21504 -0.973894 
3.18 5.21504 -0.942478 
3.14 5.21504 -0.911062 
3.1 5.21504 -0.879646 
3.06 5.21504 -0.84823 
3.02 5.21504 -0.816814 
3.02 5.21504 -0.785398 
2.98 5.21504 -0.753982 
2.98 5.21504 -0.722566 
2.98 5.21504 -0.69115 
2.98 5.21504 -0.659734 
2.98 5.21504 -0.628319 
2.98 5.21504 -0.596903 
3.02 5.21504 -0.565487 
3.02 5.21504 -0.534071 
3.02 5.21504 -0.502655 
3.06 5.21504 -0.471239 
3.1 5.21504 -0.439823 
3.14 5.21504 -0.408407 
3.18 5.21504 -0.376991 
3.22 5.21504 -0.345575 
3.26 5.21504 -0.314159 
3.3 5.21504 -0.282743 
3.38 5.21504 -0.251327 
3.46 5.21504 -0.219911 
3.54 5.21504 -0.188496 
3.62 5.21504 -0.15708 
3.7 5.21504 -0.125664 
3.82 5.21504 -0.0942478 
3.94 5.21504 -0.0628319 
3.94 5.21504 0.0628319 
3.82 5.21504 0.0942478 
3.7 5.21504 0.125664 
3.62 5.21504 0.15708 
3.54 5.21504 0.188496 
3.46 5.21504 0.219911 
3.38 5.21504 0.251327 
3.3 5.21504 0.282743 
3.26 5.21504 0.314159 
3.22 5.21504 0.345575 
3.18 5.21504 0.376991 
3.14 5.21504 0.408407 
3.1 5.21504 0.439823 
3.06 5.21504 0.471239 
3.02 5.21504 0.502655 
3.02 5.21504 0.534071 
3.02 5.21504 0.565487 
2.98 5.21504 0.596903 
2.98 5.21504 0.628319 
2.98 5.21504 0.659734 
2.98 5.21504 0.69115 
2.98 5.21504 0.722566 
2.98 5.21504 0.753982 
3.02 5.21504 0.785398 
3.02 5.21504 0.816814 
3.06 5.21504 0.84823 
3.1 5.21504 0.879646 
3.14 5.21504 0.911062 
3.18 5.21504 0.942478 
3.26 5.21504 0.973894 
3.34 5.21504 1.00531 
3.46 5.21504 1.03673 
3.62 5.21504 1.06814 
3.94 5.27788 -1.09956 
3.62 5.27788 -1.06814 
3.42 5.27788 -1.03673 
3.34 5.27788 -1.00531 
3.22 5.27788 -0.973894 
3.18 5.27788 -0.942478 
3.1 5.27788 -0.911062 
