r  theta   phi  
3.3 2.13628 -0.219911 
3.34 2.13628 -0.188496 
3.38 2.13628 -0.15708 
3.42 2.13628 -0.125664 
3.46 2.13628 -0.0942478 
3.5 2.13628 -0.0628319 
3.5 2.13628 -0.0314159 
3.54 2.13628 0 
3.5 2.13628 0.0314159 
3.5 2.13628 0.0628319 
3.46 2.13628 0.0942478 
3.42 2.13628 0.125664 
3.38 2.13628 0.15708 
3.34 2.13628 0.188496 
3.3 2.13628 0.219911 
3.26 2.13628 0.251327 
3.18 2.13628 0.282743 
3.14 2.13628 0.314159 
3.14 2.13628 0.345575 
3.1 2.13628 0.376991 
3.06 2.13628 0.408407 
3.02 2.13628 0.439823 
3.02 2.13628 0.471239 
2.98 2.13628 0.502655 
2.98 2.13628 0.534071 
2.98 2.13628 0.565487 
2.94 2.13628 0.596903 
2.94 2.13628 0.628319 
2.94 2.13628 0.659734 
2.94 2.13628 0.69115 
2.94 2.13628 0.722566 
2.98 2.13628 0.753982 
2.98 2.13628 0.785398 
3.02 2.13628 0.816814 
3.02 2.13628 0.84823 
3.06 2.13628 0.879646 
3.1 2.13628 0.911062 
3.18 2.13628 0.942478 
3.22 2.13628 0.973894 
3.34 2.13628 1.00531 
3.42 2.13628 1.03673 
3.62 2.13628 1.06814 
3.94 2.13628 1.09956 
3.9 2.19911 -1.09956 
3.58 2.19911 -1.06814 
3.42 2.19911 -1.03673 
3.3 2.19911 -1.00531 
3.22 2.19911 -0.973894 
3.14 2.19911 -0.942478 
3.1 2.19911 -0.911062 
3.06 2.19911 -0.879646 
3.02 2.19911 -0.84823 
2.98 2.19911 -0.816814 
2.98 2.19911 -0.785398 
2.94 2.19911 -0.753982 
2.94 2.19911 -0.722566 
2.94 2.19911 -0.69115 
2.94 2.19911 -0.659734 
2.94 2.19911 -0.628319 
2.94 2.19911 -0.596903 
2.94 2.19911 -0.565487 
2.94 2.19911 -0.534071 
2.94 2.19911 -0.502655 
2.98 2.19911 -0.471239 
2.98 2.19911 -0.439823 
3.02 2.19911 -0.408407 
3.02 2.19911 -0.376991 
3.06 2.19911 -0.345575 
3.1 2.19911 -0.314159 
3.14 2.19911 -0.282743 
3.14 2.19911 -0.251327 
3.18 2.19911 -0.219911 
3.22 2.19911 -0.188496 
3.26 2.19911 -0.15708 
3.3 2.19911 -0.125664 
3.3 2.19911 -0.0942478 
3.34 2.19911 -0.0628319 
3.34 2.19911 -0.0314159 
3.34 2.19911 0 
3.34 2.19911 0.0314159 
3.34 2.19911 0.0628319 
3.3 2.19911 0.0942478 
3.3 2.19911 0.125664 
3.26 2.19911 0.15708 
3.22 2.19911 0.188496 
3.18 2.19911 0.219911 
3.14 2.19911 0.251327 
3.14 2.19911 0.282743 
3.1 2.19911 0.314159 
3.06 2.19911 0.345575 
3.02 2.19911 0.376991 
3.02 2.19911 0.408407 
2.98 2.19911 0.439823 
2.98 2.19911 0.471239 
2.94 2.19911 0.502655 
2.94 2.19911 0.534071 
2.94 2.19911 0.565487 
2.94 2.19911 0.596903 
2.94 2.19911 0.628319 
2.94 2.19911 0.659734 
2.94 2.19911 0.69115 
2.94 2.19911 0.722566 
2.94 2.19911 0.753982 
2.98 2.19911 0.785398 
2.98 2.19911 0.816814 
3.02 2.19911 0.84823 
3.06 2.19911 0.879646 
3.1 2.19911 0.911062 
3.14 2.19911 0.942478 
3.22 2.19911 0.973894 
3.3 2.19911 1.00531 
3.42 2.19911 1.03673 
3.58 2.19911 1.06814 
3.9 2.19911 1.09956 
3.86 2.26195 -1.09956 
3.58 2.26195 -1.06814 
3.42 2.26195 -1.03673 
3.3 2.26195 -1.00531 
3.22 2.26195 -0.973894 
3.14 2.26195 -0.942478 
3.1 2.26195 -0.911062 
3.06 2.26195 -0.879646 
3.02 2.26195 -0.84823 
2.98 2.26195 -0.816814 
2.94 2.26195 -0.785398 
2.94 2.26195 -0.753982 
2.94 2.26195 -0.722566 
2.9 2.26195 -0.69115 
2.9 2.26195 -0.659734 
2.9 2.26195 -0.628319 
2.9 2.26195 -0.596903 
2.9 2.26195 -0.565487 
2.9 2.26195 -0.534071 
2.94 2.26195 -0.502655 
2.94 2.26195 -0.471239 
2.94 2.26195 -0.439823 
2.98 2.26195 -0.408407 
2.98 2.26195 -0.376991 
3.02 2.26195 -0.345575 
3.06 2.26195 -0.314159 
3.06 2.26195 -0.282743 
3.1 2.26195 -0.251327 
3.14 2.26195 -0.219911 
3.18 2.26195 -0.188496 
3.18 2.26195 -0.15708 
3.22 2.26195 -0.125664 
3.22 2.26195 -0.0942478 
3.26 2.26195 -0.0628319 
3.26 2.26195 -0.0314159 
3.26 2.26195 0 
3.26 2.26195 0.0314159 
3.26 2.26195 0.0628319 
3.22 2.26195 0.0942478 
3.22 2.26195 0.125664 
3.18 2.26195 0.15708 
3.18 2.26195 0.188496 
3.14 2.26195 0.219911 
3.1 2.26195 0.251327 
3.06 2.26195 0.282743 
3.06 2.26195 0.314159 
3.02 2.26195 0.345575 
2.98 2.26195 0.376991 
2.98 2.26195 0.408407 
2.94 2.26195 0.439823 
2.94 2.26195 0.471239 
2.94 2.26195 0.502655 
2.9 2.26195 0.534071 
2.9 2.26195 0.565487 
2.9 2.26195 0.596903 
2.9 2.26195 0.628319 
2.9 2.26195 0.659734 
2.9 2.26195 0.69115 
2.94 2.26195 0.722566 
2.94 2.26195 0.753982 
2.94 2.26195 0.785398 
2.98 2.26195 0.816814 
3.02 2.26195 0.84823 
3.06 2.26195 0.879646 
3.1 2.26195 0.911062 
3.14 2.26195 0.942478 
3.22 2.26195 0.973894 
3.3 2.26195 1.00531 
3.42 2.26195 1.03673 
3.58 2.26195 1.06814 
3.86 2.26195 1.09956 
3.86 2.32478 -1.09956 
3.58 2.32478 -1.06814 
3.42 2.32478 -1.03673 
3.3 2.32478 -1.00531 
3.22 2.32478 -0.973894 
3.14 2.32478 -0.942478 
3.1 2.32478 -0.911062 
3.06 2.32478 -0.879646 
3.02 2.32478 -0.84823 
2.98 2.32478 -0.816814 
2.94 2.32478 -0.785398 
2.94 2.32478 -0.753982 
2.9 2.32478 -0.722566 
2.9 2.32478 -0.69115 
2.9 2.32478 -0.659734 
2.9 2.32478 -0.628319 
2.9 2.32478 -0.596903 
2.9 2.32478 -0.565487 
2.9 2.32478 -0.534071 
2.9 2.32478 -0.502655 
2.94 2.32478 -0.471239 
2.94 2.32478 -0.439823 
2.98 2.32478 -0.408407 
2.98 2.32478 -0.376991 
3.02 2.32478 -0.345575 
3.02 2.32478 -0.314159 
3.06 2.32478 -0.282743 
3.06 2.32478 -0.251327 
3.1 2.32478 -0.219911 
3.14 2.32478 -0.188496 
3.14 2.32478 -0.15708 
3.18 2.32478 -0.125664 
3.18 2.32478 -0.0942478 
3.22 2.32478 -0.0628319 
3.22 2.32478 -0.0314159 
3.22 2.32478 0 
3.22 2.32478 0.0314159 
3.22 2.32478 0.0628319 
3.18 2.32478 0.0942478 
3.18 2.32478 0.125664 
3.14 2.32478 0.15708 
3.14 2.32478 0.188496 
3.1 2.32478 0.219911 
3.06 2.32478 0.251327 
3.06 2.32478 0.282743 
3.02 2.32478 0.314159 
3.02 2.32478 0.345575 
2.98 2.32478 0.376991 
2.98 2.32478 0.408407 
2.94 2.32478 0.439823 
2.94 2.32478 0.471239 
2.9 2.32478 0.502655 
2.9 2.32478 0.534071 
2.9 2.32478 0.565487 
2.9 2.32478 0.596903 
2.9 2.32478 0.628319 
2.9 2.32478 0.659734 
2.9 2.32478 0.69115 
2.9 2.32478 0.722566 
2.94 2.32478 0.753982 
2.94 2.32478 0.785398 
2.98 2.32478 0.816814 
3.02 2.32478 0.84823 
3.06 2.32478 0.879646 
3.1 2.32478 0.911062 
3.14 2.32478 0.942478 
3.22 2.32478 0.973894 
3.3 2.32478 1.00531 
3.42 2.32478 1.03673 
3.58 2.32478 1.06814 
3.86 2.32478 1.09956 
3.86 2.38761 -1.09956 
3.58 2.38761 -1.06814 
3.42 2.38761 -1.03673 
3.3 2.38761 -1.00531 
3.22 2.38761 -0.973894 
3.14 2.38761 -0.942478 
3.1 2.38761 -0.911062 
3.06 2.38761 -0.879646 
3.02 2.38761 -0.84823 
2.98 2.38761 -0.816814 
2.94 2.38761 -0.785398 
2.94 2.38761 -0.753982 
2.9 2.38761 -0.722566 
2.9 2.38761 -0.69115 
2.9 2.38761 -0.659734 
2.9 2.38761 -0.628319 
2.9 2.38761 -0.596903 
2.9 2.38761 -0.565487 
2.9 2.38761 -0.534071 
2.9 2.38761 -0.502655 
2.94 2.38761 -0.471239 
2.94 2.38761 -0.439823 
2.98 2.38761 -0.408407 
2.98 2.38761 -0.376991 
3.02 2.38761 -0.345575 
3.02 2.38761 -0.314159 
3.06 2.38761 -0.282743 
3.06 2.38761 -0.251327 
3.1 2.38761 -0.219911 
3.14 2.38761 -0.188496 
3.14 2.38761 -0.15708 
3.18 2.38761 -0.125664 
3.18 2.38761 -0.0942478 
3.22 2.38761 -0.0628319 
3.22 2.38761 -0.0314159 
3.22 2.38761 0 
3.22 2.38761 0.0314159 
3.22 2.38761 0.0628319 
3.18 2.38761 0.0942478 
3.18 2.38761 0.125664 
3.14 2.38761 0.15708 
3.14 2.38761 0.188496 
3.1 2.38761 0.219911 
3.06 2.38761 0.251327 
3.06 2.38761 0.282743 
3.02 2.38761 0.314159 
3.02 2.38761 0.345575 
2.98 2.38761 0.376991 
2.98 2.38761 0.408407 
2.94 2.38761 0.439823 
2.94 2.38761 0.471239 
2.9 2.38761 0.502655 
2.9 2.38761 0.534071 
2.9 2.38761 0.565487 
2.9 2.38761 0.596903 
2.9 2.38761 0.628319 
2.9 2.38761 0.659734 
2.9 2.38761 0.69115 
2.9 2.38761 0.722566 
2.94 2.38761 0.753982 
2.94 2.38761 0.785398 
2.98 2.38761 0.816814 
3.02 2.38761 0.84823 
3.06 2.38761 0.879646 
3.1 2.38761 0.911062 
3.14 2.38761 0.942478 
3.22 2.38761 0.973894 
3.3 2.38761 1.00531 
3.42 2.38761 1.03673 
3.58 2.38761 1.06814 
3.86 2.38761 1.09956 
3.86 2.45044 -1.09956 
3.58 2.45044 -1.06814 
3.42 2.45044 -1.03673 
3.3 2.45044 -1.00531 
3.22 2.45044 -0.973894 
3.14 2.45044 -0.942478 
3.1 2.45044 -0.911062 
3.06 2.45044 -0.879646 
3.02 2.45044 -0.84823 
2.98 2.45044 -0.816814 
2.94 2.45044 -0.785398 
2.94 2.45044 -0.753982 
2.94 2.45044 -0.722566 
2.9 2.45044 -0.69115 
2.9 2.45044 -0.659734 
2.9 2.45044 -0.628319 
2.9 2.45044 -0.596903 
2.9 2.45044 -0.565487 
2.9 2.45044 -0.534071 
2.94 2.45044 -0.502655 
2.94 2.45044 -0.471239 
2.94 2.45044 -0.439823 
2.98 2.45044 -0.408407 
2.98 2.45044 -0.376991 
3.02 2.45044 -0.345575 
3.06 2.45044 -0.314159 
3.06 2.45044 -0.282743 
3.1 2.45044 -0.251327 
3.14 2.45044 -0.219911 
3.18 2.45044 -0.188496 
3.18 2.45044 -0.15708 
3.22 2.45044 -0.125664 
3.22 2.45044 -0.0942478 
3.26 2.45044 -0.0628319 
3.26 2.45044 -0.0314159 
3.26 2.45044 0 
3.26 2.45044 0.0314159 
3.26 2.45044 0.0628319 
3.22 2.45044 0.0942478 
3.22 2.45044 0.125664 
3.18 2.45044 0.15708 
3.18 2.45044 0.188496 
3.14 2.45044 0.219911 
3.1 2.45044 0.251327 
3.06 2.45044 0.282743 
3.06 2.45044 0.314159 
3.02 2.45044 0.345575 
2.98 2.45044 0.376991 
2.98 2.45044 0.408407 
2.94 2.45044 0.439823 
2.94 2.45044 0.471239 
2.94 2.45044 0.502655 
2.9 2.45044 0.534071 
2.9 2.45044 0.565487 
2.9 2.45044 0.596903 
2.9 2.45044 0.628319 
2.9 2.45044 0.659734 
2.9 2.45044 0.69115 
2.94 2.45044 0.722566 
2.94 2.45044 0.753982 
2.94 2.45044 0.785398 
2.98 2.45044 0.816814 
3.02 2.45044 0.84823 
3.06 2.45044 0.879646 
3.1 2.45044 0.911062 
3.14 2.45044 0.942478 
3.22 2.45044 0.973894 
3.3 2.45044 1.00531 
3.42 2.45044 1.03673 
3.58 2.45044 1.06814 
3.86 2.45044 1.09956 
3.9 2.51327 -1.09956 
3.58 2.51327 -1.06814 
3.42 2.51327 -1.03673 
3.3 2.51327 -1.00531 
3.22 2.51327 -0.973894 
3.14 2.51327 -0.942478 
3.1 2.51327 -0.911062 
3.06 2.51327 -0.879646 
3.02 2.51327 -0.84823 
2.98 2.51327 -0.816814 
2.98 2.51327 -0.785398 
2.94 2.51327 -0.753982 
2.94 2.51327 -0.722566 
2.94 2.51327 -0.69115 
2.94 2.51327 -0.659734 
2.94 2.51327 -0.628319 
2.94 2.51327 -0.596903 
2.94 2.51327 -0.565487 
2.94 2.51327 -0.534071 
2.94 2.51327 -0.502655 
2.98 2.51327 -0.471239 
2.98 2.51327 -0.439823 
3.02 2.51327 -0.408407 
3.02 2.51327 -0.376991 
3.06 2.51327 -0.345575 
3.1 2.51327 -0.314159 
3.14 2.51327 -0.282743 
3.14 2.51327 -0.251327 
3.18 2.51327 -0.219911 
3.22 2.51327 -0.188496 
3.26 2.51327 -0.15708 
3.3 2.51327 -0.125664 
3.3 2.51327 -0.0942478 
3.34 2.51327 -0.0628319 
3.34 2.51327 -0.0314159 
3.34 2.51327 0 
3.34 2.51327 0.0314159 
3.34 2.51327 0.0628319 
3.3 2.51327 0.0942478 
3.3 2.51327 0.125664 
3.26 2.51327 0.15708 
3.22 2.51327 0.188496 
3.18 2.51327 0.219911 
3.14 2.51327 0.251327 
3.14 2.51327 0.282743 
3.1 2.51327 0.314159 
3.06 2.51327 0.345575 
3.02 2.51327 0.376991 
3.02 2.51327 0.408407 
2.98 2.51327 0.439823 
2.98 2.51327 0.471239 
2.94 2.51327 0.502655 
2.94 2.51327 0.534071 
2.94 2.51327 0.565487 
2.94 2.51327 0.596903 
2.94 2.51327 0.628319 
2.94 2.51327 0.659734 
2.94 2.51327 0.69115 
2.94 2.51327 0.722566 
2.94 2.51327 0.753982 
2.98 2.51327 0.785398 
2.98 2.51327 0.816814 
3.02 2.51327 0.84823 
3.06 2.51327 0.879646 
3.1 2.51327 0.911062 
3.14 2.51327 0.942478 
3.22 2.51327 0.973894 
3.3 2.51327 1.00531 
3.42 2.51327 1.03673 
3.58 2.51327 1.06814 
3.9 2.51327 1.09956 
3.94 2.57611 -1.09956 
3.62 2.57611 -1.06814 
3.42 2.57611 -1.03673 
3.34 2.57611 -1.00531 
3.22 2.57611 -0.973894 
3.18 2.57611 -0.942478 
3.1 2.57611 -0.911062 
3.06 2.57611 -0.879646 
3.02 2.57611 -0.84823 
3.02 2.57611 -0.816814 
2.98 2.57611 -0.785398 
2.98 2.57611 -0.753982 
2.94 2.57611 -0.722566 
2.94 2.57611 -0.69115 
2.94 2.57611 -0.659734 
2.94 2.57611 -0.628319 
2.94 2.57611 -0.596903 
2.98 2.57611 -0.565487 
2.98 2.57611 -0.534071 
2.98 2.57611 -0.502655 
3.02 2.57611 -0.471239 
3.02 2.57611 -0.439823 
3.06 2.57611 -0.408407 
3.1 2.57611 -0.376991 
3.14 2.57611 -0.345575 
3.14 2.57611 -0.314159 
3.18 2.57611 -0.282743 
3.26 2.57611 -0.251327 
3.3 2.57611 -0.219911 
3.34 2.57611 -0.188496 
3.38 2.57611 -0.15708 
3.42 2.57611 -0.125664 
3.46 2.57611 -0.0942478 
3.5 2.57611 -0.0628319 
3.5 2.57611 -0.0314159 
3.54 2.57611 0 
3.5 2.57611 0.0314159 
3.5 2.57611 0.0628319 
3.46 2.57611 0.0942478 
3.42 2.57611 0.125664 
3.38 2.57611 0.15708 
3.34 2.57611 0.188496 
3.3 2.57611 0.219911 
3.26 2.57611 0.251327 
3.18 2.57611 0.282743 
3.14 2.57611 0.314159 
3.14 2.57611 0.345575 
3.1 2.57611 0.376991 
3.06 2.57611 0.408407 
3.02 2.57611 0.439823 
3.02 2.57611 0.471239 
2.98 2.57611 0.502655 
2.98 2.57611 0.534071 
2.98 2.57611 0.565487 
2.94 2.57611 0.596903 
2.94 2.57611 0.628319 
2.94 2.57611 0.659734 
2.94 2.57611 0.69115 
2.94 2.57611 0.722566 
2.98 2.57611 0.753982 
2.98 2.57611 0.785398 
3.02 2.57611 0.816814 
3.02 2.57611 0.84823 
3.06 2.57611 0.879646 
3.1 2.57611 0.911062 
3.18 2.57611 0.942478 
3.22 2.57611 0.973894 
3.34 2.57611 1.00531 
3.42 2.57611 1.03673 
3.62 2.57611 1.06814 
3.94 2.57611 1.09956 
3.62 2.63894 -1.06814 
3.46 2.63894 -1.03673 
3.34 2.63894 -1.00531 
3.26 2.63894 -0.973894 
3.18 2.63894 -0.942478 
3.14 2.63894 -0.911062 
3.1 2.63894 -0.879646 
3.06 2.63894 -0.84823 
3.02 2.63894 -0.816814 
3.02 2.63894 -0.785398 
2.98 2.63894 -0.753982 
2.98 2.63894 -0.722566 
2.98 2.63894 -0.69115 
2.98 2.63894 -0.659734 
2.98 2.63894 -0.628319 
2.98 2.63894 -0.596903 
3.02 2.63894 -0.565487 
3.02 2.63894 -0.534071 
3.02 2.63894 -0.502655 
3.06 2.63894 -0.471239 
3.1 2.63894 -0.439823 
3.14 2.63894 -0.408407 
3.18 2.63894 -0.376991 
3.22 2.63894 -0.345575 
3.26 2.63894 -0.314159 
3.3 2.63894 -0.282743 
3.38 2.63894 -0.251327 
3.46 2.63894 -0.219911 
3.54 2.63894 -0.188496 
3.62 2.63894 -0.15708 
3.7 2.63894 -0.125664 
3.82 2.63894 -0.0942478 
3.94 2.63894 -0.0628319 
3.94 2.63894 0.0628319 
3.82 2.63894 0.0942478 
3.7 2.63894 0.125664 
3.62 2.63894 0.15708 
3.54 2.63894 0.188496 
3.46 2.63894 0.219911 
3.38 2.63894 0.251327 
3.3 2.63894 0.282743 
3.26 2.63894 0.314159 
3.22 2.63894 0.345575 
3.18 2.63894 0.376991 
3.14 2.63894 0.408407 
3.1 2.63894 0.439823 
3.06 2.63894 0.471239 
3.02 2.63894 0.502655 
3.02 2.63894 0.534071 
3.02 2.63894 0.565487 
2.98 2.63894 0.596903 
2.98 2.63894 0.628319 
2.98 2.63894 0.659734 
2.98 2.63894 0.69115 
2.98 2.63894 0.722566 
2.98 2.63894 0.753982 
3.02 2.63894 0.785398 
3.02 2.63894 0.816814 
3.06 2.63894 0.84823 
3.1 2.63894 0.879646 
3.14 2.63894 0.911062 
3.18 2.63894 0.942478 
3.26 2.63894 0.973894 
3.34 2.63894 1.00531 
3.46 2.63894 1.03673 
3.62 2.63894 1.06814 
3.66 2.70177 -1.06814 
3.5 2.70177 -1.03673 
3.38 2.70177 -1.00531 
3.3 2.70177 -0.973894 
3.22 2.70177 -0.942478 
3.14 2.70177 -0.911062 
3.1 2.70177 -0.879646 
3.1 2.70177 -0.84823 
3.06 2.70177 -0.816814 
3.02 2.70177 -0.785398 
3.02 2.70177 -0.753982 
3.02 2.70177 -0.722566 
3.02 2.70177 -0.69115 
3.02 2.70177 -0.659734 
3.02 2.70177 -0.628319 
3.02 2.70177 -0.596903 
3.06 2.70177 -0.565487 
3.06 2.70177 -0.534071 
3.1 2.70177 -0.502655 
3.14 2.70177 -0.471239 
3.18 2.70177 -0.439823 
3.22 2.70177 -0.408407 
3.26 2.70177 -0.376991 
3.34 2.70177 -0.345575 
3.42 2.70177 -0.314159 
3.5 2.70177 -0.282743 
3.62 2.70177 -0.251327 
3.78 2.70177 -0.219911 
3.78 2.70177 0.219911 
3.62 2.70177 0.251327 
3.5 2.70177 0.282743 
3.42 2.70177 0.314159 
3.34 2.70177 0.345575 
3.26 2.70177 0.376991 
3.22 2.70177 0.408407 
3.18 2.70177 0.439823 
3.14 2.70177 0.471239 
3.1 2.70177 0.502655 
3.06 2.70177 0.534071 
3.06 2.70177 0.565487 
3.02 2.70177 0.596903 
3.02 2.70177 0.628319 
3.02 2.70177 0.659734 
3.02 2.70177 0.69115 
3.02 2.70177 0.722566 
3.02 2.70177 0.753982 
3.02 2.70177 0.785398 
3.06 2.70177 0.816814 
3.1 2.70177 0.84823 
3.1 2.70177 0.879646 
3.14 2.70177 0.911062 
3.22 2.70177 0.942478 
3.3 2.70177 0.973894 
3.38 2.70177 1.00531 
3.5 2.70177 1.03673 
3.66 2.70177 1.06814 
3.74 2.7646 -1.06814 
3.54 2.7646 -1.03673 
3.38 2.7646 -1.00531 
3.3 2.7646 -0.973894 
3.22 2.7646 -0.942478 
3.18 2.7646 -0.911062 
3.14 2.7646 -0.879646 
3.1 2.7646 -0.84823 
3.1 2.7646 -0.816814 
3.06 2.7646 -0.785398 
3.06 2.7646 -0.753982 
3.06 2.7646 -0.722566 
3.06 2.7646 -0.69115 
3.06 2.7646 -0.659734 
3.06 2.7646 -0.628319 
3.1 2.7646 -0.596903 
3.1 2.7646 -0.565487 
3.14 2.7646 -0.534071 
3.18 2.7646 -0.502655 
3.22 2.7646 -0.471239 
3.3 2.7646 -0.439823 
3.34 2.7646 -0.408407 
3.42 2.7646 -0.376991 
3.54 2.7646 -0.345575 
3.7 2.7646 -0.314159 
3.94 2.7646 -0.282743 
3.94 2.7646 0.282743 
3.7 2.7646 0.314159 
3.54 2.7646 0.345575 
3.42 2.7646 0.376991 
3.34 2.7646 0.408407 
3.3 2.7646 0.439823 
3.22 2.7646 0.471239 
3.18 2.7646 0.502655 
3.14 2.7646 0.534071 
3.1 2.7646 0.565487 
3.1 2.7646 0.596903 
3.06 2.7646 0.628319 
3.06 2.7646 0.659734 
3.06 2.7646 0.69115 
3.06 2.7646 0.722566 
3.06 2.7646 0.753982 
3.06 2.7646 0.785398 
3.1 2.7646 0.816814 
3.1 2.7646 0.84823 
3.14 2.7646 0.879646 
3.18 2.7646 0.911062 
3.22 2.7646 0.942478 
3.3 2.7646 0.973894 
3.38 2.7646 1.00531 
3.54 2.7646 1.03673 
3.74 2.7646 1.06814 
3.78 2.82743 -1.06814 
3.54 2.82743 -1.03673 
3.42 2.82743 -1.00531 
3.34 2.82743 -0.973894 
3.26 2.82743 -0.942478 
3.22 2.82743 -0.911062 
3.18 2.82743 -0.879646 
3.14 2.82743 -0.84823 
3.1 2.82743 -0.816814 
3.1 2.82743 -0.785398 
3.1 2.82743 -0.753982 
3.1 2.82743 -0.722566 
3.1 2.82743 -0.69115 
3.1 2.82743 -0.659734 
3.14 2.82743 -0.628319 
3.14 2.82743 -0.596903 
3.18 2.82743 -0.565487 
3.22 2.82743 -0.534071 
3.3 2.82743 -0.502655 
3.34 2.82743 -0.471239 
3.42 2.82743 -0.439823 
3.54 2.82743 -0.408407 
3.7 2.82743 -0.376991 
4.02 2.82743 -0.345575 
4.02 2.82743 0.345575 
3.7 2.82743 0.376991 
3.54 2.82743 0.408407 
3.42 2.82743 0.439823 
3.34 2.82743 0.471239 
3.3 2.82743 0.502655 
3.22 2.82743 0.534071 
3.18 2.82743 0.565487 
3.14 2.82743 0.596903 
3.14 2.82743 0.628319 
3.1 2.82743 0.659734 
3.1 2.82743 0.69115 
3.1 2.82743 0.722566 
3.1 2.82743 0.753982 
3.1 2.82743 0.785398 
3.1 2.82743 0.816814 
3.14 2.82743 0.84823 
3.18 2.82743 0.879646 
3.22 2.82743 0.911062 
3.26 2.82743 0.942478 
3.34 2.82743 0.973894 
3.42 2.82743 1.00531 
3.54 2.82743 1.03673 
3.78 2.82743 1.06814 
3.86 2.89027 -1.06814 
3.58 2.89027 -1.03673 
3.46 2.89027 -1.00531 
3.38 2.89027 -0.973894 
3.3 2.89027 -0.942478 
3.22 2.89027 -0.911062 
3.22 2.89027 -0.879646 
3.18 2.89027 -0.84823 
3.14 2.89027 -0.816814 
3.14 2.89027 -0.785398 
3.14 2.89027 -0.753982 
3.14 2.89027 -0.722566 
3.14 2.89027 -0.69115 
3.18 2.89027 -0.659734 
3.18 2.89027 -0.628319 
3.22 2.89027 -0.596903 
3.26 2.89027 -0.565487 
3.34 2.89027 -0.534071 
3.42 2.89027 -0.502655 
3.5 2.89027 -0.471239 
3.66 2.89027 -0.439823 
3.9 2.89027 -0.408407 
3.9 2.89027 0.408407 
3.66 2.89027 0.439823 
3.5 2.89027 0.471239 
3.42 2.89027 0.502655 
3.34 2.89027 0.534071 
3.26 2.89027 0.565487 
3.22 2.89027 0.596903 
3.18 2.89027 0.628319 
3.18 2.89027 0.659734 
3.14 2.89027 0.69115 
3.14 2.89027 0.722566 
3.14 2.89027 0.753982 
3.14 2.89027 0.785398 
3.14 2.89027 0.816814 
3.18 2.89027 0.84823 
3.22 2.89027 0.879646 
3.22 2.89027 0.911062 
3.3 2.89027 0.942478 
3.38 2.89027 0.973894 
3.46 2.89027 1.00531 
3.58 2.89027 1.03673 
3.86 2.89027 1.06814 
3.94 2.9531 -1.06814 
3.62 2.9531 -1.03673 
3.5 2.9531 -1.00531 
3.38 2.9531 -0.973894 
3.3 2.9531 -0.942478 
3.26 2.9531 -0.911062 
3.22 2.9531 -0.879646 
3.18 2.9531 -0.84823 
3.18 2.9531 -0.816814 
3.18 2.9531 -0.785398 
3.18 2.9531 -0.753982 
3.18 2.9531 -0.722566 
3.18 2.9531 -0.69115 
3.22 2.9531 -0.659734 
3.26 2.9531 -0.628319 
3.3 2.9531 -0.596903 
3.34 2.9531 -0.565487 
3.42 2.9531 -0.534071 
3.54 2.9531 -0.502655 
3.74 2.9531 -0.471239 
3.74 2.9531 0.471239 
3.54 2.9531 0.502655 
3.42 2.9531 0.534071 
3.34 2.9531 0.565487 
3.3 2.9531 0.596903 
3.26 2.9531 0.628319 
3.22 2.9531 0.659734 
3.18 2.9531 0.69115 
3.18 2.9531 0.722566 
3.18 2.9531 0.753982 
3.18 2.9531 0.785398 
3.18 2.9531 0.816814 
3.18 2.9531 0.84823 
3.22 2.9531 0.879646 
3.26 2.9531 0.911062 
3.3 2.9531 0.942478 
3.38 2.9531 0.973894 
3.5 2.9531 1.00531 
3.62 2.9531 1.03673 
3.94 2.9531 1.06814 
4.02 3.01593 -1.06814 
3.66 3.01593 -1.03673 
3.5 3.01593 -1.00531 
3.42 3.01593 -0.973894 
3.34 3.01593 -0.942478 
3.3 3.01593 -0.911062 
3.26 3.01593 -0.879646 
3.22 3.01593 -0.84823 
3.22 3.01593 -0.816814 
3.18 3.01593 -0.785398 
3.18 3.01593 -0.753982 
3.22 3.01593 -0.722566 
3.22 3.01593 -0.69115 
3.26 3.01593 -0.659734 
3.3 3.01593 -0.628319 
3.38 3.01593 -0.596903 
3.42 3.01593 -0.565487 
3.54 3.01593 -0.534071 
3.74 3.01593 -0.502655 
3.74 3.01593 0.502655 
3.54 3.01593 0.534071 
3.42 3.01593 0.565487 
3.38 3.01593 0.596903 
3.3 3.01593 0.628319 
3.26 3.01593 0.659734 
3.22 3.01593 0.69115 
3.22 3.01593 0.722566 
3.18 3.01593 0.753982 
3.18 3.01593 0.785398 
3.22 3.01593 0.816814 
3.22 3.01593 0.84823 
3.26 3.01593 0.879646 
3.3 3.01593 0.911062 
3.34 3.01593 0.942478 
3.42 3.01593 0.973894 
3.5 3.01593 1.00531 
3.66 3.01593 1.03673 
4.02 3.01593 1.06814 
3.66 3.07876 -1.03673 
3.54 3.07876 -1.00531 
3.42 3.07876 -0.973894 
3.34 3.07876 -0.942478 
3.3 3.07876 -0.911062 
3.26 3.07876 -0.879646 
3.22 3.07876 -0.84823 
3.22 3.07876 -0.816814 
3.22 3.07876 -0.785398 
3.22 3.07876 -0.753982 
3.22 3.07876 -0.722566 
3.26 3.07876 -0.69115 
3.3 3.07876 -0.659734 
3.34 3.07876 -0.628319 
3.42 3.07876 -0.596903 
3.5 3.07876 -0.565487 
3.66 3.07876 -0.534071 
